Unnamed: 0,title,text,subject,date,class
137, The Walls Close In On Trump As His Disgraced National Security Adviser Faces Indictment From Team Mueller,donald trump s scandalridden chaotic white house has recently been thrown into further disarray as people who worked on his campaign have faced indictments from special counsel robert mueller s team his former campaign chair paul manafort was taken into federal custody this past monday as was manafort s sidekick and trump adviser rick gates foreign policy adviser george padadopuolos pled guilty to charges he was facing and is now cooperating with mueller s team now nbc news is reporting that disgraced former national security adviser michael flynn is under mueller s gun as well because there is now enough evidence to charge flynn in this oh so hot investigation into collusion between the trump campaign and the russian government to nbc news mueller is pressuring flynn to cooperate because there is a person near and dear to flynn s heart who could be in trouble his own son michael g flynn the younger michael flynn worked on the campaign and the trump transition team if the elder flynn cooperates with team mueller he just might be able to save his son from hard prison time most parents would definitely be up for limiting the legal consequences of something this serious for their children this is very bad news for the trump white house because michael flynn was very close to donald trump during the campaign and worked in the white house as national security adviser for 24 days he clearly knows a lot and if it means that sharing that information would keep his son out of federal prison he ll likely be more than willing to share that information with special counsel robert mueller s teamthis is all very bad news for the trump white house but very good news for the country the more people mueller flips the closer we are to removing this criminal administrationthis is a developing story stay tuned to addicting info for updates kevin hagen,News,"November 5, 2017",0
138, Former Watergate Prosecutor: Mueller Could Gag Trump On Russia,donald trump may think it s perfectly fine for him to say and tweet about anything and everything including his outrage over the fbi s russia investigation but in truth it s not and robert mueller could actually do something about it if he feels the complicit orange one is interfering former watergate prosecutor nick akerman this could be grounds for mueller to obtain a gag order on trump it would be unprecedented but he is interfering with the government s right to a fair trial akerman was responding to trump s decision to blast george papadopoulos who tried to arrange meetings between trump campaign officials and russian officials including between putin and trump and is now working with the fbi as a cooperating witness trump called him a lowlevel volunteer who had already proven to be a liar in his typically pathetic attempt to distance himself from those who are incriminating to himhe then repeated his calls for the department of justice to investigate hillary clinton the democrats and basically anybody who isn t him or has anything to do with him his calls for the doj to investigate people who ve pissed him off has drawn widespread criticism from legal professionals and analyststhe fake president is also upset with the fact that he can t control what the doj does he doesn t want an independent justice department he wants a department that will go after who he tells them to go after the saddest thing is because i am the president of the united states i am not supposed to be involved with the justice department i m not supposed to be involved with the fbi i m not supposed to be doing the kind of things i would love to be doing and i am very frustrated itit s very discouraging to me i ll be honest i m very unhappy with it that the justice department isn t going maybe they are but you know as president and i think you understand this as a president you re not supposed to be involved in that process he ll be even less happy under a gag order from mueller too bad for him if mueller actually decides to do it alex wong and win mcnamee,News,"November 4, 2017",0
139, GOP Lawmaker Links Abortion To The Economy In One Bizarre And Horribly Offensive Rant (VIDEO),republican lawmakers come up with the most ridiculous things to push their agendas take women s reproductive rights they have all manner of reasons for why abortion should be illegal from the misogynistic religious and moral reasons all the way over to the misogynistic and outright bizarre ones a lawmaker in wisconsin just tossed himself into the misogynistic and outright bizarre corner with the most ridiculous and offensive idea out there labor force shortages are tied to population declines labor force shortages are a limiting factor in economic growth and limited economic growth poses a problem when government tries to pay for public services and infrastructure in spite of this mr speaker ironically the democrats continue their effort to support the abortion industry yes he really did essentially say that women should be forced to give birth even to children they can t care for to ensure a strong labor force and thus a stronger economyholy hell this is right up there with the guy from oklahoma who that hormonal contraception litters women s uteruses with tiny dead babies how do people come up with this bullshit and they manage to make it sound completely reasonable when they do it this guy try to sound all reasonable about it belowwow wi rep scott allen thinks women should be forced to procreate for the sake of the labor marketwomen are people not incubators piccomi189jgsoqp naral november 3 2017featured,News,"November 4, 2017",0
140, Hawaiians Had The Perfect Signs To Infuriate Trump When He Landed There,donald trump stopped in hawaii which is totally not kenya en route to his fivecountry 12day trip in asia but there wasn t much love from the people there in which only five republicans hold office in the state s 51seat house the former reality show star won only 29 percent of the vote in hawaii in the 2016 presidential election the birtherinchief had to have noticed the welcome to kenya signs while he was greeted protesterstrump dogged barack obama for years floating the birther conspiracy theory in order to delegitimize our country s first black presidentholy crap trump greeted with welcome to kenya signs in hawaii piccom9q7uxy7vc8 holly oreilly november 4 2017protesters schooled trump on obama s birthplace welcome to kenya a growing crowd protests trump honolulu state capitol during his visit to honolulu piccomkntefjsvf2 jaweed kaleem november 4 2017another sign so bad you make bush look good aloha also means goodbye another signhawaiians will never forgettrump tried to discredit hawaii officials on obamas birth certificate jeff sessions dismissed hawaii as just an island in the pacific keith boykin november 4 2017 trump for prison 2017 one man s tshirta vet called out trump over his remarks disparaging sen john mccain s military servicehawaii residents here have a lot of signs about issues that especially resonate on the islands climate change nuclear threats racism piccomcpuwc55d0l jaweed kaleem november 4 2017president barack obama is hawaii s native son and he is loved thereone user there were only about three trump supporters in contrast there were hundreds of protestershawaiians resist trump s agendaa rough translation for resist in hawaiian piccomusbocga1za jaweed kaleem november 4 2017watchtrump protest at the state capitol there were like three protrump people lol hawaiij20 hawaii piccomnpmtozx2je kate ozawa november 4 2017when presidents deplane from air force one they are typically greeted an enthusiastic crowd in trump s case about 100 supporters a mix of military service members and civilians greeted him at joint base pearl harborhickamhowever the protesters formed a far bigger crowd the largest group of protesters gathered in front of the state capitolkaniela ing a democrat from the state s house of representatives joined the protestersstate rep he will wave alohameansgoodbye sign at the hawaii state capitol s antitrump protest michelle broder november 4 2017 the idea of the aloha spirit is that we welcome everyone who comes here he but when there s a leader whose whole mo seems to be making america a less welcoming place for whole groups of people that s where we need to draw the line he s simply not welcome he added andrew burton,News,"November 4, 2017",0
141, Trump Wants The Supreme Court To Punish Lawyers Who Win Cases Against His Administration,this is yet another egregious abuse of powerif the supreme court caves in to donald trump s latest demands it will truly be the end of the rule of law as we know ittwo weeks ago a 17yearold migrant known as jane doe in court records sought an abortion but was denied the procedure the trump administrationthe government forced her to remain in a refugee center in texas rather than allow her to exercise a constitutional rightso the american civil liberties union aclu took the trump administration to court and asked the judge to grant their client the ability to seek the medical care she neededto make a long story short she won and she won again when the trump administration appealed the girl then went to a doctor and got an abortionbut of course this made the trump administration angrydespite the fact that the girl legally received an abortion trump s justice department is throwing a temper tantrum because they think the girl should have informed them so that they could block her appealing to a higher court this was a total surprise and we re disturbed about it disgraced attorney general jeff sessions whinedlet s make this clear the girl had the abortion following a ruling a federal appeals court judge that granted her request to seek the procedure she did not have to wait nor did she have to inform the government it is the government s responsibility to file appeals quickly but the trump administration did not file quick enoughand now the trump administration is demanding that the supreme court punish the aclu lawyers for winning their case and helping their client get the abortion she wanted to the tribune washington bureauon friday new solicitor general noel francisco filed an appeal that asks the supreme court to set aside the lower court s rulings and to consider disciplinary action against the acluthey kept the government in the dark about when ms doe was scheduled to have an abortion he the justices given the extraordinary circumstances of the case the court should consider sanctions against one or more of the aclu lawyers he trump s administration is stooping to a new low the supreme court should not be used as a tool to punish or attack lawyers who help their clients win the aclu won their case twice and their client exercised her right to have an abortion in accordance with the court decision they were not required to inform the federal government that would have been a violation of their client s privacy if the trump administration wanted to appeal they should have done it much faster instead of expecting a teen girl and her lawyers to keep them informed about her every moveaclu legal director david cole reacted strongly to trump s demand this administration has gone to astounding lengths to block this young woman from getting an abortion after the courts cleared the way for her to get her abortion it was the aclu s job as her lawyers to see that she wasn t delayed any further not give the government another chance to stand in her way our lawyers acted in the best interest of our client and in full compliance with court orders and federal and texas law that government lawyers failed to seek judicial review quickly enough is their fault not ours if the conservative justices on the supreme court go along with this demand it will only further erode the credibility of the court and our justice system and trump would have a new weapon to use against anyone who opposes him in a court of law alex wong,News,"November 4, 2017",0
142, Hypocrite Ivanka Trump HUMILIATED For Calling For End To Sexual Harassment While Predator Dad Is In Japan With Her,this did not go wellin a nearly empty room of people on friday at the world assembly for women in japan ivanka trump had the gall to talk about sexual harassment despite the fact that her own daddy has been accused of rape and sexual harassment over a dozen women not to mention the fact that he has openly treated women like shit over the years all too often our workplace culture fails to treat women with appropriate respect trump this takes all forms including harassment which can never be tolerated our workplaces must mirror our values work and family here s the time which ivanka retweeted as if her words would be taken seriouslyivanka trump speaks at the tokyo summit on women s advancement piccom64vx7wkynj time november 3 2017but it s hard to take anything ivanka says on the topic of sexual harassment seriously when she has repeatedly failed to acknowledge that her own father is a sexual predator with a history of sexual harassment and a string of accusersand users were quick to call her out for this hypocrisywere waiting for ivanka to show women shes not a fraud re harassment tell dad on to knock it off wattacking women be a man stephanie november 3 2017what does she know about the workplace lazura lanouaille november 3 2017hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy hypocrisy tag1113 november 3 2017your daddy is the republican version of weinstein grab em the puy tony gunk november 3 2017not treating women in the workplace with respect is a real problem now if youll excuse me i need to go take a look at my sweatshops bob loblaw november 3 2017hey princess in the inappropriate mini skirt your daddy is a well known self admitted sexual predator since the 80s give us a break denise koskinen november 3 20175 people showed up to hear your nonsense and preventing sexual harassment starts with your father ren e jacobs november 4 2017and that s just a small sample of the remarks ivanka trump got her ass handed to her for daring to speak out about sexual harassment without talking about her father s own sordid historynext time she wants to address this issue she should begin calling out donald trump and calling for his resignation because no one will ever take her seriously until does sean gallup,News,"November 4, 2017",0
143," After Pulling NFL-Related Ads, Papa John’s Gets An Unlikely Sponsor Of Their Own: Nazis",can things get any worse for papa john s pizzaafter the nationwide fast food chain s ceo papa john schnatter remarked that he was angry that the nfl hadn t nipped player protests in the bud a year and a half ago he watched as he lost 70 million in less than 24 hours no stranger to controversy schnatter insisted that the protests were hurting sales of pizza and he may have had at least a small point the chain is the official pizza of the nfl so as the fortunes of the league go so goes papa john s to a certain extentof course the internet didn t let schnatter forget that his restaurants make garbage pizza better suited for dumping 400 yards from a tailgate to keep seagulls awaybut possibly the worst of the worst happened on friday when schnatter perhaps thought that the controversy was beginning to blow overthe ultra rightwing website the daily stormer well not the actual website that was run underground a series of web hosts dropping them every time they tried to move their hate to another location posted an article praising schnatter making papa john s not just the official pizza of the nfl but of the many sides of the altright it happened much like the nascent modern nazi subculture appropriated new balance shoes after that company s ceo disparaged barack obama and praised donald trump and pretty similar to the way they adopted wendy s as their official cheeseburger after someone with access to that restaurant s but apparently not a google search box mistakenly tweeted the meme that has become the most recognizable symbol of the altright pepe the frogso will this be the end of papa john s not likely back in 2012 schnatter famously he was going to cut employee hours and raise prices in retaliation for the passage of obamacare papa john s seems to have weathered that storm well enough to maintain schnatter s multimilliondollar home with the turntable driveway for parking limousinesbut being praised in an article that uses the phrase negro fatigue as the stormer article does is sure to leave a bad taste in the mouths of consumers a worse taste even than the pizza they serve spencer platt,News,"November 4, 2017",0
144," Mike Pence Gets A Special Gift In His Office Mail Every Month, And He Probably Burns It (VIDEO)",when we talk about getting rid of trump we also often talk about what a mike pence presidency would look like and it s not good pence if you ll recall won t go anywhere where alcohol is being served or with another woman unless his wife is also present and he calls his wife mother his ridiculous level of christianity if indeed it can be called that pushed him to harm indiana s lgbt community with an extremely discriminatory religious freedom law the whitehaired penis even thinks condoms are too modern he s also an outspoken opponent of women s reproductive rights including abortion and he wants to defund and eliminate planned parenthood so actress mila kunis is expressing her displeasure with his positions in a very unique way as a reminder that there are women in the world that may or may not agree with his platform i put him on a list of reoccurring donations that are made in his name to planned parenthood every month to his office he gets a little letter that says an anonymous donation has been made in your name she also has an interesting view of what she s doing she sees it as something other than a prank her discuss it with conan o brien belowit may well be a safe bet to assume he burns these it s also a safe bet that kunis donation notes aren t the only ones he gets ahn youngjoon pool,News,"November 4, 2017",0
145," With Just Two Words, GOP Congressman ADMITS He Doesn’t Answer To His Constituents",the gop congress with the approval of donald trump is putting forth yet another tax bill that would take food off the tables of regular people so the wealthy can hoard even more money you would think they would show a modicum of shame that they would at least pretend that they are working for the voters but this is the age of trump and they are proud of the oligarchy they ve created they are so proud they are literally saying in front of reporters that they don t care what the voters think about this wildly unpopular tax planseveral polls have proven that tax cuts especially tax cuts for corporations and the wealthy barely scratch the surface of americans concerns it s hardly even a priority for brainwashed republicans only about a quarter of americans overall think tax reform should be a top priority while barely half of republicans 51 percent think it should head the agendathe majority of americans have had it with the trickle down argument and they don t believe that a corporate tax cut will lead to more jobssome gop selling points aren t sinking in one of republicans biggest talking points is that a corporate tax cut will benefit workers though even rightwing economists have cast doubt on white house estimates on this pointbut nearly 60 percent of people believe corporations won t use that money to create jobs to the cbs poll likewise approximately half of people in both the cbs and nbcwsj polls they think the bill would grow the economy a plurality but not a clear majoritysource nprscrew what voters think at least that s the mindset of republicans who know exactly who put them in office the oligarchy a vox reporter confronted some gop congressmen about the tax bill that few people have seen and the most telling answer came from rep chris collins rny who in two words us exactly what he thinks of his constituents opinionsothers had answers the weren t quite as callous and were a bit more measured they fell back on denial and trump s fake news copout i don t believe that poll stressed texas rep mike conaway i would love to see those polls because those aren t polls of my constituents added missouri rep jason smithgolshan couldn t find a single republican member of congress who would acknowledge how unpopular the idea is with voters of passing a tax bill to let corporations pay even less of their fair sharerepublicans need to work a little harder on their messaging of their pet tax bill to fivethirtyeightcom republicans have a chance to pass their first major initiative since trump took office as long as they can get americans to back it so far they are failing and their cavalier responses to americans concerns aren t helping of course collins might be right as long as they have gerrymandering voter suppression and russia in their back pockets voters opinions might not actually matter pool,News,"November 3, 2017",0
146, One Hero Made Donald Trump Panic And Made Twitter Celebrate (DETAILS),if you were bored on thursday night at around 7pm et and felt the need to peruse president trump s feed you might ve instead encountered a blue page bearing the message sorry that page doesn t exist eventually just replaced with an even more genericlooking responseyes for a whole 11 minutes donald trump s account was down is sometimes seen as that one avenue where voyeurs and sociopaths can coexist so it comes as no surprise that the medium is a favorite of president trump s as well as his supporters and critics alike it is where we get to see the truly uncensored leader not following a script just posting exactly what comes to mind and digging his hole deeper with every tweet a normal day for trump generally begins taking to to attack democrats north korea and of course kneeling nfl players before he starts his presidential dutieshowever some have grown tired of trump s early morning pooptweets and one person decided to take action that s right this wasn t the result of some glitch of sorts but was actually an inside job to be more specific it was the work of a heroic employee on their last day on the job initially released a statement saying the president s feed was inadvertently deactivated due to a human error but it didn t take long for the truth to come outearlier today s account was inadvertently deactivated due to human error a employee the account was down for 11 minutes and has since been restored we are continuing to investigate and are taking steps to prevent this from happening again government november 3 2017through our investigation we have learned that this was done a customer support employee who did this on the employee s last day we are conducting a full internal review government november 3 2017naturally the twittersphere initially went into conspiracy mode when they couldn t access trump s account with the common assumption being that the president had finally been booted from the platform many have requested that president trump be banned from under the belief that his tweets about north korea could be bringing the united states closer to the brink of nuclear war something has declined to do claiming they must weigh the newsworthiness of trump s tweets with its violent rhetoricinstead on this occasion it was just a employee having the intestinal fortitude to do what many have probably fantasized about doing on their last day of work screenshot,News,"November 3, 2017",0
147, Sarah Huckabee Sanders SHREDDED By L.A. Times For Truth-Twisting – This Is Brilliant,donald trump very obviously has a specific type of woman he likes and whom he prefers to represent him he is a horrid misogynist who thinks women s worth lies solely in our ability to stir his penis to life or not he likes his women tall thin bigbreasted basically supermodel quality knowing that one would think that sarah huckabee sanders doesn t fit his mold nearly well enough to be his press secretary and yet she is whyin a brilliant oped for the la times david horsey turns a light bulb on about why trump would prefer sarah sanders over virtually anyone else including sean spicer she has a singular comfort with distorting the truth that spicer never had and she s obviously far more comfortable with it than anyone besides kellyanne conway horsey says but now i get it anyone who is going to be tasked with the job of explaining this president to the news media needs to be comfortable with saying things that are demonstrably not true that was the problem with sanders predecessor sean spicer lying seemed to fluster him when he was challenged on any blatantly erroneous statement he would get redfaced and petulant it was as if he was trying to signal a message to reporters come on guys lay off don t make me humiliate myself on live tv emphasis mine contrast sanders is perfectly fine with saying that paul manafort s indictment has nothing whatsoever to do with trump she had no issue spinning trump s tax breaks for the wealthy into a 4000year raise for american families despite being a woman she s perfectly fine saying that the women accusing trump of sexual assault are all lying simply because that s trump s position as for the entire russia scandal including a report that trump has lost his mind over it horsey says taking the offensive sanders confidently delivered the new republican talking point that if anyone were guilty of colluding with moscow it was hillary clinton which is the boldest evasion anyone in the trump camp has come up with so far emphasis minehorsey paints sanders as the spinmeister she is someone who effortlessly puts forth the idea that the facts of anything and everything are nothing more than what you want them to be that new standard sanders is a pro emphasis mineand that ladies and gentleman is why trump has her as his press secretary he needs someone who has a demonstrable problem with the truth mark wilson,News,"November 2, 2017",0
148, Trump’s Energy Secretary Has An Idea For Stopping Sexual Assault – This Is INSANE,who knew that rick perry would come up with an idea for stopping sexual assault he no doubt thinks he s absolutely brilliant because his idea is fossil fuels yes he thinks fossil fuels can help stop the problems with massive rape in developing countries but while he thinks he s shining a light on an amazingly novel idea he s really being insanely offensive to all the victims of rape in the world here s how he managed to combine fossil fuels with sexual assault but also from the standpoint of sexual assault when the lights are on when you have light that shines the righteousness if you will on those types of acts so from the standpoint of how you really affect people s lives fossil fuels is going to play a role in that i happen to think it s going to play a positive role well gee so sorry you were raped but your village doesn t have electricity yet that totally would have stopped it does he not know that they already have ways to light their dwellings and their villages we won t even ask whether he understands what rape is and why it happens it s clear he thinks it s only a violent act that happens in darknessthat s not just offensive to rape victims in the developing world it s offensive to all rape victims everywhere but rick perry hails from the crowd that blames women for sexual assault and harassment it wouldn t be surprising to find that he thinks keeping lights on will stop the rape gangs in south africa and elsewherethere s also the fact that perry doesn t believe that fossil fuels are responsible for accelerating climate change so of course he s going to put his ignorance on display like this to that we say go home perry you are disgusting kevin dietschpool,News,"November 2, 2017",0
149," Jeff Sessions: Oh, You Mean THAT Russian Contact. I Remember Now!",the attorney general of the united states lied under oath but that seems to be the status quo in the trump administration during sessions confirmation hearing in january he sen al franken dmn that he was not aware of evidence that anyone affiliated with the trump campaign communicated with the russian government during the campaign but today his selective memory issues seem to be clearing up however the only reason sessions is admitting there was contact with the trump administration is because of court documents that were unsealed monday revealing that donald trump s former campaign adviser george papadopoulos floated the idea of setting up a meeting between the former reality show star and russian president vladimir putin in march 2016 papadopoulos claimed he had connections that could help arrange the meeting between trump and putinon top of that an instagram picture on trump s account shows sessions attended the meeting in which papadopoulos made the suggestionso it s kind of a big deal and special counsel robert mueller is all up in this administration s business over the russia scandal a source familiar with the matter nbc that sessions rejected the meetingand apparently sessions doesn t remember if he remembers that or somethingsource clarifies unclear whether sessions recalls nixing the papadopoulos proposal for trump putin meeting though he did do so ken dilanian november 2 2017sen franken isn t too happy about the alarming pattern in which sessions apparently failed to tell the truth under oath about the trump team s contacts with agents of russia a hostile foreign power that interfered in the 2016 election once again developments in the ongoing investigation into russian interference in the 2016 election have brought to light evidence that you failed to tell the truth about your interactions with russian operatives during the campaign as well as your awareness of russian contacts other members of the trump campaign team franken wrote in a statement we must get to the bottom of what happened so that we can prevent it from happening again franken wrote i am deeply troubled that this newest revelation strongly suggests that the senate and the american public cannot trust your word in june sessions that he had no knowledge of any conversations anyone connected to the trump campaign about any type of interference with any campaign russianswho knew that a racist elf would lie certainly none of us would have ever guessed alex wong,News,"November 2, 2017",0
150," ‘Alt-Right’ White House Reporter Gets Fooled By Fake Tweet, Reports Upcoming Civil War",when donald trump allowed popular nazi blog the gateway pundit to have a correspondent show up at the white house many questioned that decision but if the donald was going for comic relief we re forced to admit that the inclusion of lucian wintrich is a complete successrecently the white house reporter followed up on a hot tip he received from noted political sociologist guy krang t nelson informing america that antifa a blanket term for people who oppose fascism is breeding a team of super soldiers yes like in marvel comics which they will unleash on america in a devastating attack on white people a first strike in a new civil war he on completely seriously in a nowdisappeared scare piece can t wait for november 4th when millions of antifa supersoldiers will behead all white parents and the small business owners in the town square krang tweeted an obvious joke unless you re a fcking idiotenter wintrich who it completely seriously then threw a massive tantrum when the obviously humorous comment turned out to be fakein addition a bunch of rightwingers mass krang s post and got him suspended from anyone with a single crease in their brain could see that my post was satire but alas the internet has no shortage of morons and the tweet was apparently into oblivion krang t nelson of the attack in an oped he wrote for vice the ensuing suspension was so thorough that my work account was axed for using the same phone number i reached out to for comment in connection with this story but had yet to hear back at the time of publication it s worth noting that donald trump has not once been suspended from unfortunately this is common fare for the stupid part of america they genuinely believe that hillary clinton is running a child sex slavery operation out of the basement of a pizza restaurant that doesn t even have a basement that antifa is going to murder white women or even that malia obama got herself arrested buying six pounds of marijuana and somehow managed to fit it into a prada handbag but when the truth comes out they blame the people who are laughing at them instead of themselves for being so goddamn stupidwintrich is just the latest example that the party of fake news and personal responsibility produces the majority of the former and has no sense of the latter screengrab,News,"November 2, 2017",0
151, Papa John Attacks The NFL And First Amendment After His Sh*tty Pizza Loses Him A Small Fortune,rather than take personal responsibility for the losses ceo john schnatter is making excusesnfl players both black and white have been taking a knee during the national anthem to protest police brutality and racial injustice conservatives lost their shit and decided to boycott the nfl however while viewership is slightly down it s not enough to affect the corporate profits of businesses who are partnered with the leaguebut schnatter blamed the nfl and the protests anyway after a quarterly report caused investors to dump their papa john s stock which caused schnatter to lose 70 million from his personal fortune leadership starts at the top and this is an example of poor leadership schnatter whined we are totally disappointed that the nfl and its leadership did not resolve the ongoing situation to the satisfaction of all parties long ago this should have been nipped in the bud a year and a half ago the controversy is polarizing the customer polarizing the country in other words schnatter thinks the nfl should have banned players from kneeling during the national anthem a move that would have violated their constitutional rightslet s not forget that nfl players were not kneeling en masse until donald trump whom schnatter supports attacked colin kaepernick and the nfl in the first place it was trump s attacks that caused players to join the protestso if schnatter should blame anyone he should blame trumplet s also not forget that schnatter repeatedly attacked president obama over the affordable care act even going so far as to raise the price of pizza and cut his employees hours so he wouldn t have to provide health insurance to them papa john s has also been guilty of stealing wagesall of this caused americans to boycott papa john s which could have caused the chain to lose money as wellschnatter s claims are also full of shit because pizza hut executives say their sales have not been affected the protests we re not seeing impact on any of that on our business ceo greg creed of course schnatter really doesn t have anything to bitch about after all he is still worth over 800 million and owns a sprawling 40000 square foot castle in kentucky which includes a pool a golf course a 22 car garage and a drawbridge along with two other homes in florida and utahschnatter is a greedy prick who should really only blame himself for the financial losses his company has suffered and frankly the nfl should cut ties with papa john s in retaliation for this unfair attack then he ll really have something to bitch about youtube,News,"November 2, 2017",0
152, Trump Is Literally Sabotaging The Case Against The NYC Terrorist By Not Keeping His Mouth Shut,if donald trump keeps tweeting about the nyc terrorist like this he will prevent justice from being servedearlier this week a terrorist killed eight people using a vehicle police captured him alive so now we not only can get information that could be vital we can try him in a court of law and get justice for the victims and their familiesbut justice won t happen if a fair trial cannot be hadand that s why trump needs to stop tweeting about it right nowon wednesday night trump seriously damaged the suspect s ability to get a fair trial calling for him to receive the death penaltynyc terrorist was happy as he asked to hang isis flag in his hospital room he killed 8 people badly injured 12 should get death penalty donald j trump november 2 2017trump opened his big mouth again on thursday morning spouting about how he wants to send the suspect to guantanamo bay prison however such a move is illegal because the suspect holds a green cardwould love to send the nyc terrorist to guantanamo but statistically that process takes much longer than going through the federal system donald j trump november 2 2017 there is also something appropriate about keeping him in the home of the horrible crime he committed should move fast death penalty donald j trump november 2 2017also there are no such statistics that trump is referring to so not only is he making it impossible for the suspect to receive a fair trail he is demonstrating his complete ignorance of the justice system alex wong,News,"November 2, 2017",0
153, 4 Reasons Why This Little-Known Trump Aide Is More Dangerous To Trump Than Paul Manafort,on monday news broke that trump s onetime campaign manager paul manafort had been indicted in connection with robert mueller s investigation into russian interference in our election ever since then everyone s been buzzing about just how dangerous manafort can be to trump now however we also learned that another trump associate the name of george papadopoulos had been arrested over the summer and pleaded guilty to lying to the fbiand papadopoulos may well be more important to this investigation than manafort despite the fact that he isn t that well known why because contrary to what sarah h sanders tries telling the media he was a foreign policy adviser on trump s campaign who did in fact try colluding with the russians and it s his testimony and documents that could bring trump s presidency crashing down around himone official connected to the campaign and who reportedly witnessed papadopoulos efforts to get trump to meet with russian officials says that trump didn t dismiss the idea of working with russia when it was brought up if papadopoulos can show that s what actually happened trump himself will be in a lot of trouble sooner than expectedduring his confirmation hearing back in january sessions senator al franken that he wasn t aware of any evidence that anyone colluded with russia he later walked that back but papadopoulos apparently various foreign policy committee members about his contact with russia a committee which sessions chaired now sessions can claim that he opposed the collusion that papadopoulos was trying to set up but then he opens himself up to a perjury charge either way he s fuckedit looks like papadopoulos was meeting with russians because they claimed to have dirt on hillary his contacts go back to before don jr jared kushner and paul manafort met with a russian attorney who claimed to have dirt on hillary don jr originally lied saying that the meeting was about reinstating adoptions between us and russia but then released his own emails that proved he d liedthen the dnc was hacked and the hack was traced back to russia trump even called on russia to release hillary s missing emails during the rnc convention a comment that has been analyzed again and again with some dismissing it as a joke and others saying it was evidence of something deeperthere s currently no evidence that anything actually came of that june 2016 meeting however if papadopoulos can back up what he in his plea agreement about the campaign knowing then it stops being a scandal and becomes active collusionmanafort and gates have been charged with things like money laundering failure to register as foreign agents etc the key with these two is whether mueller can get them to roll over on trump and other highly placed officials in exchange for lesser chargespapadopoulos on the other hand the fbi that his russian contacts weren t anyone important and that they had nothing to do with trump his campaign or the election we now know he was in europe meeting with russians and trying arrange meetings between none other than vladimir putin and donald trump there s a direct line back to the campaign there whereas the charges against manafort and gates could be seen as only tangentially relatedpapadopoulos is already a cooperating witness in mueller s investigation and there is no evidence yet that manafort or gates have flipped or will flip and since everything about papadopoulos arrest has to do with his activities on the campaign that makes him far more dangerous to trump right now than gates and manafort chip somodevilla,News,"November 1, 2017",0
154, Former Ambassador Accuses Trump Of Violating Constitution Every Time A Diplomat Visits,while the trump administration is still reeling over the fact that special investigator robert mueller has now arrested three people with close ties to the administration over its ties to russia there is another serious alleged violation of the law that everyone should be making bigger headlines to a former ambassador from mexico the trump administration is ahem encouraging world leaders to stay at trump properties while they are visiting in the united statesarturo sarukhan who served as mexico s ambassador to the united states from 2007 to 2013 tweeted on tuesday that a former us diplomat him the us state department s protocol emphasizes to world leaders that they should use trump s dc hotel for official visitssarukhan s tweet also uses the term kakistocracy which means government the worst peoplesource think progresskakistocracia ex funcionario eu me dice q protocolo dptoestado fue instruido a enfatizar a gobs usar hoteltrump p viajes oficiales a dc arturo sarukhan october 31 2017if this is true this is a clear violation of the constitution s emoluments clause which forbids us officials from receiving anything of value from foreign leaders because it could lead to corruption of course the ethics ship sailed away from the white house the moment donald trump took office so it s pretty believable that trump would strongarm people to stay at his properties he s been accused of doing it beforeback in may someone projected emoluments welcome and pay trump bribes here on trump s dc hotelhad a lot of fun projecting emolumentswelcome on trump hotel piccomflfr2itjtj robin bell may 16 2017being projected on trump hotel in dc right now resist piccomrjeaqonggp tim hogan may 16 2017trump is currently facing a number of lawsuits including from members of congress about his violating the emoluments clausein june think progress thistrump s new downtown dc hotel has hosted embassy events for azerbaijan and kuwait who switched to the trump hotel from their original booking at the four seasons the hotel hosted an annual conference sponsored the turkish state last month a conference that in previous years was habitually held at the ritz carlton and since trump s election a saudibacked lobbying campaign spent around 270000 at the hotel for lodging and catering costswhen a federal official especially the president profits off of foreign dignitaries conflicts abound it s difficult to claim the moral high ground or to impose sanctions when our own government is running a payforplay scam which is exactly what this is win mcnamee,News,"November 1, 2017",0
